Name,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Deen Biriyani," 687/7, P.H Road, Aminijikarai, Chennai",Aminijikarai,"['Biryani', ' South Indian', ' North Indian', ' Chinese']",Invalid,500,3.9,460,3.8,18,"['Home Delivery', 'Indoor Seating']"
Big Bang Theory - Bar & Kitchen," Brown Star Boutique Hotel, 2/25, Dr. Ambedkar Road, Kodambakkam, Chennai",Kodambakkam,"['American', ' Continental']","['Cocktails', ' Burgers', ' Beer', ' Fries', ' Pasta', ' Fish', ' Paneer Tikka']",1600,4.1,1262,3.8,543,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Restricted Entry', 'Live Entertainment', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']"
Onesta," 3/62, 2nd Floor, Tech Pump Towers, Kumaran Nagar, Semmancheri, Chennai",Semmancheri,"['Pizza', ' Italian', ' Fast Food', ' Beverages', ' Desserts']","['Chocolate Banana', ' Pasta', ' Pepperoni', ' Bacon Pizza', ' Mojito', ' Bbq Pizza', ' Tiramisu']",600,4.4,5407,3.6,4375,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended']"
Fusilli Reasons," 2/64, Ormes Main Road, Kilpauk, Chennai",Kilpauk,['Fast Food'],"['Nachos', ' Iced Tea', ' Garlic Bread', ' Brownie', ' Spinach Pasta', ' White Sauce Pasta', ' Chocolate Mousse']",400,4.7,3042,4.4,3954,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']"
Food @ Finger," 123, MS Koil Street, Royapuram, Chennai",Royapuram,"['North Indian', ' Biryani', ' Chinese', ' Chettinad', ' Rolls', ' Desserts', ' Beverages']","['Faluda', ' Chicken Grill', ' Bbq Chicken', ' Brownie', ' Chicken Tikka Roll', ' Shawarma Roll', ' Chicken Shawarama']",700,4.1,1096,3.7,17100,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Al Dhareeq Beef Biriyani," 64/A, 162, Sivan Kovil South Street, Kodambakkam, Chennai",Kodambakkam,['Biryani'],['Beef Biryani'],300,None,Does not offer Dining,3.9,19600,['Home Delivery']
Shri Rajasthani Dhaba," C 40, 3rd Floor, 2nd Avenue, Opposite KFC, Anna Nagar West, Chennai",Anna Nagar West,"['Rajasthani', ' North Indian']","['Rajasthani Thali', ' Buttermilk', ' Roti', ' Paratha', ' Paan Ice Cream', ' Lassi', ' Rajwadi Thali']",500,4.5,983,4.5,5537,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table reservation required']"
Lucky Da Punjabi Dhabba," 4/418, Ground Floor, MGR Salai, Kandanchavadi, Perungudi, Chennai",Perungudi,['North Indian'],"['Lassi', ' Rabri', ' Butter Chicken', ' Paratha', ' Buttermilk', ' Naan', ' Roti']",900,4.3,771,3.7,1624,"['Home Delivery', 'Indoor Seating']"
Al-Najeeb Nawab Of Kebab," Families Complex, Medavakkam Tank Road, Kilpauk, Chennai",Kilpauk,"['North Indian', ' Mughlai', ' Chinese', ' Seafood']","['Shawarma', ' Biryani', ' Rolls', ' Chicken Samosa', ' Chicken Roll', ' Rumali Roti', ' Chicken Grill']",500,4.1,345,4,8824,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Skewered," 103/1, Ground Floor, Arcot Road, Valasaravakkam, Chennai",Valasaravakkam,"['North Indian', ' Fast Food', ' Beverages']","['Reshmi Kebab', ' Biryani', ' Paneer Tikka', ' Rumali Roti', ' Rolls', ' Chicken Keema', ' Jeera Rice']",400,4.3,585,3.4,7773,"['Home Delivery', 'Indoor Seating', 'Wifi']"
Burger King," Shop 40, Plot 142, Phoenix Market City, Velachery Main Road, Velachery, Chennai","Phoenix Market City, Velachery","['Burger', ' Fast Food', ' Beverages']","['Burgers', ' Mutton Burger', ' Chicken Fries', ' Chicken Whopper', ' Chicken Keema Burger', ' Mutton Whopper', ' Whopper Burger']",500,4,1027,4.1,9066,"['Home Delivery', 'Mall Parking', 'Outdoor Seating', 'Rooftop', 'Indoor Seating']"
Biryani House," Plot 1410 & 1411, Thiruvalluvar Salai, Mogappair, Chennai",Mogappair,"['Chinese', ' North Indian', ' Seafood', ' Andhra', ' Biryani']","['Hyderabadi Biryani', ' Prawn Biryani', ' Tandoori Chicken', ' Fried Rice Chicken']",550,4.1,669,3.6,17900,"['Home Delivery', 'Free Parking', 'Brunch', 'Indoor Seating', 'Group Meal']"
Shaack," F-36, KG Galaxy, 2nd Avenue, Above Fab India, Anna Nagar East, Chennai",Anna Nagar East,"['Asian', ' Continental', ' Italian', ' Chinese', ' South Indian', ' Desserts']","['Pasta', ' Burgers', ' Fish', ' Pizza', ' Tiramisu', ' Thai Crispy Chicken', ' Tom Yum Soup']",900,4.1,1124,4.2,9832,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']"
Bazaar - All Day Diner - Grand by GRT Hotels," Grand by GRT Hotels, 120, Sir Thyagaraya Road, T. Nagar, Chennai",Grand by GRT Hotels,"['North Indian', ' South Indian', ' Continental', ' Asian']","['Pizza', ' Pasta', ' Fish', ' Chaat', ' Momos', ' Biryani', ' Prawn']",2500,4.4,1198,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Serves Alcohol', '4/5 Star', 'Table reservation required', 'Luxury Dining', 'Brunch', 'Indoor Seating', 'Buffet']"
Hotel Pandian," 3,PC-7, Kambar Salai, West Mogappair, Chennai",Mogappair,"['North Indian', ' South Indian', ' Chinese']","['Paratha', ' Chicken Lollipop', ' Mutton Biryani', ' Fried Rice']",500,4,515,3.9,21100,"['Home Delivery', 'Indoor Seating']"
Al Raabias Biriyani," 101/102, Madhavaram High Road, Perambur, Chennai",Perambur,"['North Indian', ' Chinese', ' Biryani']","['Shawarma', ' Bbq Chicken', ' Bamboo Biryani', ' Tandoori Chicken']",500,3.9,447,3.8,13100,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Soy Soi," 2/10, Gandhi Mandapam Road, Kotturpuram, Chennai",Kotturpuram,"['Burmese', ' Thai', ' Vietnamese', ' Indonesian', ' Singaporean', ' Japanese', ' Malaysian']","['Dumplings', ' Noodle', ' Panna Cotta', ' Momos', ' Nasi Goreng', ' Pad Thai', ' Sushi']",1400,4.7,920,4.4,362,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Coal Barbecues," Shop 17 & 18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Velachery,"['North Indian', ' Chinese']","['Chicken Honey', ' Fish', ' Prawn', ' Waffles', ' Chicken Wings', ' Paan Ice Cream', ' Crispy Corn']",1400,4.4,9410,None,Does not offer Delivery,"['Indoor Seating', 'Buffet', 'Table reservation required']"
Hot Pot China," 1/1666, OMR, MGR Salai (Opposite to Royal Enfield showroom) Perungudi, Chennai",Perungudi,"['Chinese', ' Thai', ' Indonesian', ' Malaysian', ' Vietnamese', ' Singaporean', ' Asian', ' Momos']","['Momos', ' Dumplings', ' Spring Roll', ' Wonton Soup', ' Egg Yolk Soup', ' Fried Icecream', ' Brownie']",1000,4.2,763,3.4,2318,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
Thaqwa Biryani," 127, Red Hills Main Road, Near Sethubaskara High School, Ambattur, Chennai",Ambattur,"['North Indian', ' Chinese']","['Chicken Grill', ' Naan']",450,4,741,3.9,13300,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Fruit Shop On Greams Road," 11, Greams Road, Thousand Lights, Chennai",Thousand Lights,"['Beverages', ' Fast Food', ' Healthy Food', ' Juices']","['Fruit Juices', ' Sandwich', ' Mint Lime Cooler', ' Tender Coconut Pudding', ' Fruit Salad', ' Faluda', ' Milk Shake']",350,4.5,609,4.6,1699,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Kappa Chakka Kandhari," 10, Haddows Road, Opposite Shastri Bhavan, Nungambakkam, Chennai",Nungambakkam,"['Kerala', ' South Indian']","['Tender Coconut Pudding', ' Appam', ' Beef Fry', ' Elaneer Payasam', ' Mutton Stew', ' Idiyappam', ' Chicken Curry']",1200,4.7,979,None,Does not offer Delivery,"['Indoor Seating', 'Table booking recommended']"
BOATS - Based On A True Story," 17, 5th Avenue, Besant Nagar, Chennai",Besant Nagar,"['Continental', ' Chinese', ' North Indian']","['Cocktails', ' Nachos', ' Pasta', ' Beer', ' Mocktails', ' Chicken Skewer', ' Paneer Tikka']",1800,4.2,954,3.9,150,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Table booking recommended', 'Restricted Entry']"
Amelie's," 6,Seshadri Road, Venus Colony, Alwarpet, Chennai",Alwarpet,"['Cafe', ' Continental', ' Italian']","['Hot Chocolate', ' Pizza', ' Gelato', ' Coffee', ' Pink Sauce Pasta', ' Sandwich', ' Chocolate Indulgence']",900,4.3,1464,3.9,1282,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating']"
Urban Spatula," Plot 1633, 54, H-Block, Ground Floor, 13th Main Road, Anna Nagar West, Chennai",Anna Nagar West,"['Continental', ' Seafood', ' Biryani', ' Italian', ' North Indian', ' Asian', ' Kebab']","['Burgers', ' Pasta', ' Fish', ' Fries', ' Chips', ' Salad', ' Steak']",800,4.4,794,4.3,911,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Table booking for Groups']"
Madurai Kumar Mess," 165 & 167, 100 Feet Road, Vadapalani, Chennai",Vadapalani,"['Chettinad', ' South Indian', ' Chinese']","['Paratha', ' Mutton Biryani', ' Mutton Chukka', ' Kola Urundai', ' Mutton Kola', ' Liver Fry', ' Kali Dosa']",600,4.2,816,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Oxygen," 45, Samundeshwari Nagar, Tailavaram, Potheri, Chennai",Potheri,"['North Indian', ' Chinese', ' Biryani', ' Rolls']","['Biryani', ' Naan', ' Tandoori Roti', ' Chicken Noodle']",500,4,780,3.6,24100,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Table Reservation Not Required', 'Indoor Seating']"
Shree Konar Vilas," 128, Perambur Barracks Road, Purasavakkam, Chennai",Purasavakkam,"['South Indian', ' Chettinad']","['Paratha', ' Biryani', ' Kothu Parotta', ' Idiyappam', ' Kali Dosa', ' Mutton Sukha', ' Fry Prawns']",500,4.1,222,3.8,3688,"['Home Delivery', 'Indoor Seating']"
Subway," AC 112, Ground Floor, 4th Avenue, Shanthi Colony, Anna Nagar West, Chennai",Anna Nagar West,"['Healthy Food', ' Fast Food']","['Salad', ' Sandwich', ' Chocolate Cookies', ' Roasted Chicken Sub', ' Chicken Tikka', ' Honey Oats', ' Paneer Tikka']",500,4.4,697,4,10700,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']"
Pind," 2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Velachery,"['North Indian', ' Chinese', ' Fast Food']","['Lassi', ' Buttermilk', ' Paneer Tikka', ' Naan', ' Roti', ' Paratha', ' Dal Makhani']",900,4.3,2994,4.2,1896,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Wifi', 'Serves Jain Food', 'Buffet', 'Indoor Seating']"
Mainland China," 142, 1st Floor, Phoenix Market City, Velachery, Chennai","Phoenix Market City, Velachery","['Chinese', ' Asian', ' Sushi', ' Japanese', ' Thai']","['Noodle', ' Dumplings', ' Momos', ' Hakka Noodles', ' Mocktails', ' Jumbo Prawns', ' Kimchi']",1800,4.6,1498,4.2,335,"['Home Delivery', 'Mall Parking', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']"
Kumarakom," 27/28, Vijayanagar Extension, Velachery Main Road, Velachery, Chennai",Velachery,"['North Indian', ' Chinese', ' Kerala']","['Appam', ' Paratha', ' Beef Fry', ' Biryani', ' Fish Fry', ' Roasted Beef', ' Chicken Stew']",600,4,670,3.9,38,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']"
City Square Cafeteria," 36, Casa Major Road, Egmore, Chennai",Egmore,"['Fast Food', ' Beverages', ' Sandwich']","['Chicken Grill', ' Chicken Sandwich', ' Pizza', ' Mexican Shawarma', ' Oreo Shake', ' Lime Soda', ' Bread Omelette']",200,4.1,611,3.7,12200,"['Home Delivery', 'Indoor Seating']"
Bhangra," Mayajaal Multiplex, Kanathur, Chennai","Mayajaal Multiplex, Kanathur",['North Indian'],"['Butter Chicken', ' Dal Makhani', ' Sweet Lassi', ' Kheer', ' Chicken Masala', ' Sugarcane Juice', ' Thali']",800,4.9,2109,4,2226,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']"
Twilight Take Out," 1, Park Side Street, Lake Area, Nungambakkam, Chennai",Nungambakkam,"['North Indian', ' Chinese', ' Rolls', ' Continental', ' Biryani']","['Club Sandwich', ' Chicken Tikka Roll', ' Chicken Grill', ' Chicken Biryani', ' Noodle', ' Cheese Chicken Roll', ' Paneer Tikka Roll']",350,None,Does not offer Dining,4,11200,"['Home Delivery', 'Free Parking']"
The Red Box," Flat 51/C, Shanthi Colony Main Road, Anna Nagar West, Chennai",Anna Nagar West,['Chinese'],"['Noodle', ' Chilli Chicken Gravy', ' Dragon Chicken', ' Kung Pao Chicken', ' Chicken Lollipop', ' Veg Momos', ' Sweet Corn Chicken Soup']",200,None,Does not offer Dining,4.2,11500,['Home Delivery']
Rayar's Mess," 31, Arundale Street, Mylapore, Chennai",Mylapore,['South Indian'],"['Pongal', ' Vada', ' Filtered Coffee', ' Idli', ' Bonda', ' Filter Kaapi', ' Rava Dosa']",100,4.7,904,4.3,1319,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hotel Safari," 296, Royapettah High Road, Royapettah, Chennai",Royapettah,"['Chettinad', ' Chinese', ' Seafood', ' Hyderabadi']","['Paratha', ' Tea', ' Paya', ' Coffee', ' Mutton Biryani', ' Chicken Pakora', ' Appam']",450,4.1,516,4.2,3857,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
VB Signature," 52, Nungambakkam High Road, Nungambakkam, Chennai",Nungambakkam,"['North Indian', ' South Indian', ' Chinese', ' Asian', ' Fast Food', ' Desserts', ' Beverages']","['Momos', ' Idiyappam', ' Pumpkin Soup', ' Coconut Soup', ' Filtered Coffee', ' Noodle', ' Paneer Tikka']",1000,4.5,1611,3.8,750,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']"
Blind Ch3mistry," Old 11, New 19, 1st Floor, Brindhavan Apartment, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,"['Cafe', ' Continental', ' Italian', ' Desserts', ' Beverages']","['Pasta', ' Peri Peri Chicken', ' Sandwich', ' Waffles', ' French Fries', ' Mocktails', ' Virgin Mojito']",700,4.5,1258,4,147,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Free Wifi']"
Fisherman's Fare," 24, Casa Major Road, Egmore, Chennai",Egmore,"['Seafood', ' Mediterranean', ' North Indian', ' Chinese', ' Arabian']","['Haleem', ' Sea Food', ' Shawarma', ' Fish Finger', ' Prawn', ' Basmati Rice', ' Butter Chicken']",900,2.9,374,3.9,249,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Madras2Chennai," 183/4 (601), T.H Road, Opposite Apollo Hospital, Tondiarpet, Washermenpet, Chennai",Washermenpet,"['Biryani', ' Mughlai', ' North Indian', ' Chinese', ' Chettinad']","['Shawarma', ' Chicken Grill', ' Mutton Biryani']",800,4.1,509,4,7860,"['Home Delivery', 'Indoor Seating']"
Charminar Biriyani Centre," 91, Dr. Besant Road, Near Meesapet Market, Royapettah, Chennai",Royapettah,"['Biryani', ' North Indian']","['Chicken Biryani', ' Bread Halwa', ' Brinjal Curry', ' Mutton Biryani', ' Brinjal Gravy', ' Tandoori Chicken', ' Raita']",300,None,Does not offer Dining,3.9,652,"['Home Delivery', 'Standing Tables']"
North East Kitchen," 24, Wellingdon Estate, Ethiraj Salai, Egmore, Chennai",Egmore,"['Chinese', ' Konkan', ' Momos']","['Momos', ' Noodle', ' Pork Thali', ' Thukpa', ' Pork Curry', ' Fried Pork', ' Clear Soup']",450,4.5,705,4.3,1552,"['Home Delivery', 'Indoor Seating']"
AlMaza," 30, A Block, 6th Street, Near Titan Showroom, Anna Nagar East, Chennai",Anna Nagar East,"['Arabian', ' Mughlai', ' North Indian', ' Biryani']","['Faluda', ' Rara Gosht', ' Buttermilk', ' Naan', ' Bharwan Mushroom', ' Mutton Biryani', ' Chicken Biryani']",1000,4.6,764,4.2,881,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Jonah's Bistro," Old 147 E / New 9, 2nd Avenue, Besant Nagar, Chennai",Besant Nagar,"['Continental', ' European', ' Italian']","['Pasta', ' Steak', ' Waffles', ' Burgers', ' Fries', ' Fish', ' Chicken Grill']",1000,4.4,1485,3.9,3438,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']"
Barbeque Nation," 1, Survey 38, 2nd Floor, Mount Poonamalle High Road, Porur, Chennai",Porur,"['North Indian', ' Continental', ' Kebab', ' BBQ']","['Pizza', ' Fish', ' Biryani', ' Pasta', ' Prawn', ' Malai Kulfi', ' Chocolate Fountain']",1600,4.3,602,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended', 'Kid Friendly']"
Mughal Biriyani," 51/2, MG Road, Vannandurai, Besant Nagar, Chennai",Besant Nagar,"['North Indian', ' Chinese', ' Biryani', ' Arabian']","['Chicken Grill', ' Tandoori Chicken', ' Noodle', ' Dragon Chicken', ' Mughal Biryani', ' Naan']",350,4,323,4.1,8565,"['Home Delivery', 'Indoor Seating']"
Loiee Mithai & Rasoi," Camp Road Junction, Opposite Bata Showroom, Selaiyur, Chennai",Selaiyur,"['North Indian', ' Chinese', ' Fast Food', ' Desserts']","['Rasmalai', ' Naan', ' Panipuri', ' Faluda', ' Roti', ' Tandoori Platter', ' Pav Bhaji']",650,4.1,459,4,1610,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']"
Roll Over," 338/3, New Sunshine Apartments, Next to Santosh Supermarket, 2nd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['Ice Cream', ' Desserts', ' Fast Food']","['Rolls', ' Ice Cream Roll', ' Coffee', ' Fries', ' Chocolate Icecreams', ' Hot Chocolate', ' Chocolava Cake']",450,4.3,721,3.7,378,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']"
Pizza Hut," 316,Gee Gee Emerald, Village Road, Nungambakkam, Chennai",Nungambakkam,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Pasta', ' Mojito', ' Veggie Pizza', ' Chicken Tikka Pizza', ' Tandoor Paneer Pizza', ' Stuffed Crust Pizza']",600,2.9,447,3.6,3109,"['Home Delivery', 'Indoor Seating']"
Ratna Cafe," 240, Kilpauk Garden Road, Kilpauk, Chennai",Kilpauk,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Coffee', ' Idli Sambar', ' Vada', ' Rava Dosa', ' Masala Dosa', ' Pongal', ' Rose Milk']",400,3.9,653,4,4329,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Masaledaar Desi Rasoi," 24, Wellington Estate, Ethiraj Salai, Egmore, Chennai",Egmore,['North Indian'],"['Lassi', ' Paneer Tikka', ' Paan Ice Cream', ' Dal Makhani', ' Thali', ' Kheer', ' Naan']",500,4.3,682,4.3,5346,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
The Big Barbeque," 5/360, Okkiyum Thoraipakkam Rajiv Gandhi Salai, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"['North Indian', ' Street Food', ' Desserts', ' BBQ']","['Pizza', ' Appam', ' Ice Cream Roll']",1400,4.4,2390,None,Not enough Delivery Reviews,"['Home Delivery', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']"
The Feast," 14, 1st Floor, Plot 4000, S-Block, 5th Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['North Indian', ' Chinese', ' Biryani']","['Bbq Chicken', ' Biryani', ' Salad', ' Mushroom Soup', ' Chocolate Shake', ' Pasta', ' Noodle']",800,4.3,652,3.9,4352,"['Home Delivery', 'Buffet', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']"
Seasonal Tastes," 154, The Westin Chennai Velachery, Velachery Main Road, Velachery, Chennai","The Westin Chennai, Velachery","['North Indian', ' South Indian', ' Continental', ' European']","['Salad', ' Biryani', ' Coffee', ' Veggie Pizza', ' Pasta', ' Fish', ' Breakfast Buffet']",2500,4.3,704,None,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Brunch', 'Variable Menu', 'Catering Available', 'Luxury Dining', 'Wifi', 'Buffet']"
601 - The Park," The Park, 601, Nungambakkam High Road, Nungambakkam, Chennai","The Park, Nungambakkam","['Biryani', ' North Indian']","['Pasta', ' Biryani', ' Pizza', ' Salad', ' Lunch Buffet', ' Fish', ' Burgers']",2700,4.2,825,3.9,128,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Gluten Free Options', 'Vegan Options', 'Brunch', 'Live Sports Screening', '4/5 Star', 'Smoking Area', 'Wifi', 'Serves Jain Food', 'Buffet', 'Desserts and Bakes']"
Pluto's Restaurant," 4, Khan Street, Choolaimedu High Road, Choolaimedu, Chennai",Choolaimedu,"['Biryani', ' Chinese', ' North Indian', ' Juices']","['Noodle', ' Biryani', ' Dragon Chicken', ' Tandoori Chicken', ' Schezwan Fried Rice', ' Clear Soup', ' Sweet Corn Soup']",700,4.1,429,3.3,4704,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
The Chinese Story," 156, 1st Floor, Niranjan Square, Mount Poonamallee Road, Porur, Chennai",Porur,"['Chinese', ' Momos']","['Noodle', ' Momos', ' Chicken Lemon Coriander Soup', ' Chicken Lollipop', ' Mushroom Pepper', ' Sour Soup', ' Chicken Spring Roll']",1000,4.4,593,4.1,6017,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']"
