Name,Location,country,Price for 2,Dining Rating,Delivery Rating,food,Dining Rating Count
Copper Kitchen,Kotturpuram,Korean,1000,4.3,3.7,Tteokbokki Japche ,1739
Copper Kitchen,Velachery,Dessert,1000,4.3,3.6,Cookie Cookie ,814
Paradise Biryani,Perungudi,Dessert,800,4.2,3.9,Brownies Brownies ,5317
Paradise Biryani,Porur,Western,800,4.2,3.8,Steak Salad ,2113
Paradise Biryani,Poonamalle,Japanese,800,4.1,3.7,Tempura Ramen ,293
Paradise Biryani,Sholinganallur,Korean,550,2.9,3.8,Japche Bibimbap ,62
Palmshore,Medavakkam,Western,1000,4.5,3.8,Hamburger Steak ,1942
Palmshore,Ramapuram,Japanese,1000,4.4,4.1,Ramen Udon ,4805
Palmshore,Santhome,Japanese,1000,4.3,4.1,Donburi Udon ,3056
Palmshore,Ashok Nagar,Korean,1000,4.3,4.0,Bulgogi Japche ,4478
A2B - Adyar Ananda Bhavan,Chromepet,Western,600,2.1,3.7,Steak Salad ,472
A2B - Adyar Ananda Bhavan,Adyar,Dessert,600,3.3,3.6,Brownies Cookie ,248
A2B - Adyar Ananda Bhavan,Adyar,Dessert,300,4.0,3.9,Donut Donut ,575
A2B - Adyar Ananda Bhavan,Porur,Western,600,3.4,4.0,Salad Steak ,167
A2B - Adyar Ananda Bhavan,Tambaram,Chinese,300,3.8,4.1,Wontons Wontons ,302
A2B - Adyar Ananda Bhavan,Madipakkam,Japanese,600,2.8,3.9,Tempura Sushi ,219
A2B - Adyar Ananda Bhavan,Anna Nagar West,Korean,600,3.6,4.3,Japche Bulgogi ,212
A2B - Adyar Ananda Bhavan,Potheri,Chinese,600,3.1,4.1,Dimsum SpringRoll ,222
A2B - Adyar Ananda Bhavan,Pallikaranai,Dessert,600,2.6,3.7,Donut Brownies ,121
A2B - Adyar Ananda Bhavan,T. Nagar,Japanese,300,3.0,4.5,Tempura Donburi ,153
A2B - Adyar Ananda Bhavan,Anna Nagar East,Western,600,3.5,4.2,Pizza Pizza ,136
A2B - Adyar Ananda Bhavan,Perambur,Korean,300,3.8,4.4,Japche Japche ,178
A2B - Adyar Ananda Bhavan,Avadi,Chinese,600,3.1,3.4,Wontons Dumplings ,186
A2B - Adyar Ananda Bhavan,Vadapalani,Western,300,3.7,3.8,Salad Steak ,138
A2B - Adyar Ananda Bhavan,Porur,Western,300,3.0,3.9,Sandwich Hamburger ,119
A2B - Adyar Ananda Bhavan,Purasavakkam,Chinese,300,3.5,3.9,Wontons Dumplings ,121
A2B - Adyar Ananda Bhavan,Triplicane,Western,600,3.2,3.8,Pizza Pizza ,126
Brownie Heaven,Egmore,Western,350,3.9,4.5,Steak Hamburger ,46
Al Sham,GST Road,Dessert,750,3.8,4.0,Brownies Cookie ,421
Al Sham,Potheri,Japanese,750,3.8,3.2,Omuraisu Udon ,104
Hotel Junior Kuppanna,Anna Nagar East,Western,700,4.0,3.8,Salad Steak ,527
Hotel Junior Kuppanna,Perungudi,Western,700,3.9,3.9,Pizza Sandwich ,615
Hotel Junior Kuppanna,Velachery,Korean,700,3.8,3.7,Tteokbokki Bulgogi ,439
Hotel Junior Kuppanna,Ramapuram,Western,700,3.0,3.8,Sandwich Salad ,135
Hotel Junior Kuppanna,Neelangarai,Japanese,700,3.8,3.9,Ramen Ramen ,141
Hotel Junior Kuppanna,Mogappair,Korean,700,2.7,4.0,Bulgogi Bibimbap ,90
Maggevala - Curly Cravings,Kodambakkam,Western,400,3.9,3.5,Sandwich Salad ,748
Maggevala - Curly Cravings,Teynampet,Chinese,400,3.9,3.6,Dimsum Dimsum ,202
Maggevala - Curly Cravings,Besant Nagar,Western,400,3.3,3.7,Salad Hamburger ,132
Little Italy,Anna Nagar West,Western,1500,4.5,4.1,Pizza Hamburger ,487
Little Italy,Teynampet,Western,1500,4.1,4.2,Hamburger Sandwich ,188
Hotel Saravana Bhavan,Anna Nagar West,Chinese,550,2.6,3.9,Wontons Dimsum ,658
Hotel Saravana Bhavan,Mylapore,Western,550,3.3,3.8,Sandwich Pizza ,626
Hotel Saravana Bhavan,Vadapalani,Dessert,550,4.0,3.8,Cookie Cookie ,566
Hotel Saravana Bhavan,Porur,Western,550,3.0,3.8,Pizza Salad ,414
Hotel Saravana Bhavan,T. Nagar,Korean,550,3.9,3.7,Bibimbap Tteokbokki ,339
Hotel Saravana Bhavan,T. Nagar,Dessert,550,3.4,3.8,Donut Cupcake ,370
Hotel Saravana Bhavan,Alandur,Japanese,550,2.0,3.8,Udon Donburi ,290
Hotel Saravana Bhavan,Egmore,Chinese,550,3.5,3.8,Dumplings Dumplings ,228
Hotel Saravana Bhavan,Ashok Nagar,Western,550,2.9,3.9,Steak Sandwich ,189
Hotel Saravana Bhavan,Gopalapuram,Korean,550,2.4,3.9,Japche Japche ,195
Hotel Saravana Bhavan,Ashok Nagar,Korean,550,2.7,3.6,Bulgogi Bibimbap ,172
Hotel Saravana Bhavan,K.K. Nagar,Western,550,3.6,3.9,Sandwich Pizza ,220
Hotel Saravana Bhavan,Purasavakkam,Japanese,550,2.5,3.7,Ramen Udon ,164
Hotel Saravana Bhavan,"Spencer Plaza Mall, Thousand Lights",Dessert,550,2.7,4.0,Brownies Cupcake ,159
Hotel Saravana Bhavan,T. Nagar,Korean,550,2.9,3.5,Japche Japche ,128
Hotel Saravana Bhavan,Ekkaduthangal,Dessert,550,3.0,3.5,Brownies Cookie ,149
Hotel Saravana Bhavan,Tambaram,Korean,550,2.6,3.5,Japche Bulgogi ,161
Hotel Saravana Bhavan,Kodambakkam,Dessert,550,2.5,3.6,Brownies Cupcake ,135
Food @ Finger,Anna Nagar West,Chinese,700,4.0,4.0,Wontons Dumplings ,1165
Food Finger,Anna Nagar East,Chinese,700,3.9,3.8,Wontons SpringRoll ,464
Food @ Finger,Alandur,Chinese,550,4.1,3.6,Dimsum Dimsum ,520
Burger King,"Express Avenue Mall,Royapettah",Japanese,500,3.9,4.0,Donburi Omuraisu ,622
Burger King,"Forum Vijaya Mall, Vadapalani",Korean,500,4.0,3.8,Bibimbap Bulgogi ,634
Burger King,"VR Mall, Anna Nagar",Dessert,500,3.7,3.7,Cookie Donut ,122
Fruit Shop On Greams Road,Besant Nagar,Dessert,350,4.4,4.6,Cupcake Cookie ,394
Fruit Shop On Greams Road,Anna Nagar East,Dessert,350,4.1,4.4,Cookie Cookie ,309
Fruit Shop On Greams Road,Gopalapuram,Chinese,350,4.2,4.2,Dimsum SpringRoll ,264
Fruit Shop On Greams Road,Kilpauk,Dessert,350,3.6,3.9,Cookie Donut ,125
Fruit Shop On Greams Road,"The Grand Mall, Velachery",Chinese,350,3.8,4.4,Dumplings SpringRoll ,83
Fruit Shop On Greams Road,Kodambakkam,Dessert,350,3.7,4.2,Brownies Cupcake ,109
Fruit Shop On Greams Road,Egmore,Korean,350,3.6,3.9,Japche Japche ,72
Fruit Shop On Greams Road,T. Nagar,Japanese,350,3.8,4.3,Omuraisu Donburi ,68
Subway,Velachery,Chinese,500,4.1,3.7,Dimsum SpringRoll ,453
Subway,T. Nagar,Dessert,500,4.0,4.3,Cupcake Donut ,381
Subway,Nungambakkam,Korean,500,4.1,4.1,Bulgogi Bibimbap ,291
Subway,Kilpauk,Chinese,500,3.9,4.3,Dumplings Dimsum ,218
Subway,Chromepet,Chinese,500,4.1,4.3,Dimsum Dumplings ,310
Subway,Potheri,Japanese,500,3.3,4.1,Tempura Ramen ,280
Subway,Kodambakkam,Dessert,500,3.5,3.7,Brownies Cupcake ,183
Subway,"Ambit IT Park, Ambattur",Dessert,500,3.8,3.8,Cookie Donut ,249
Subway,Adyar,Korean,500,2.8,3.7,Japche Bibimbap ,159
Subway,Ashok Nagar,Japanese,500,3.9,3.7,Sushi Udon ,189
Subway,Nandanam,Korean,500,3.7,4.1,Tteokbokki Bulgogi ,149
Subway,Madipakkam,Japanese,500,3.6,3.9,Udon Omuraisu ,171
Subway,Sholinganallur,Western,500,4.0,3.9,Steak Steak ,192
Subway,K.K. Nagar,Japanese,500,4.0,3.8,Udon Sushi ,167
Subway,Mylapore,Chinese,500,3.8,3.7,Dimsum Dumplings ,150
Subway,Mogappair,Chinese,500,3.9,3.9,Dimsum Dumplings ,129
Subway,Medavakkam,Western,500,3.5,3.2,Salad Steak ,119
Subway,Gopalapuram,Korean,500,3.5,3.7,Bulgogi Japche ,136
Subway,Virugambakkam,Chinese,500,2.7,3.9,Dimsum Dumplings ,98
Subway,Selaiyur,Japanese,500,3.8,3.7,Tempura Donburi ,110
Subway,Perungudi,Western,500,3.0,4.0,Salad Hamburger ,73
Kumarakom,Nungambakkam,Chinese,600,3.8,3.9,Dumplings SpringRoll ,507
Kumarakom,Anna Nagar East,Korean,600,4.0,3.9,Tteokbokki Tteokbokki ,437
Kumarakom,Perungudi,Dessert,600,3.4,3.8,Cookie Donut ,74
The Red Box,GST Road,Western,200,3.7,4.0,Salad Salad ,99
Blind Ch3mistry,Besant Nagar,Dessert,700,4.5,4.0,Cookie Donut ,1893
Blind Ch3mistry,Teynampet,Korean,700,4.5,4.1,Bulgogi Japche ,488
Jonah's Bistro,"Phoenix Market City, Velachery",Dessert,800,4.3,3.5,Cookie Cookie ,802
Jonah's Bistro,Alwarpet,Dessert,1000,4.2,3.7,Donut Donut ,587
Jonah's Bistro,"VR Mall, Anna Nagar",Dessert,1000,3.9,3.8,Brownies Cupcake ,235
Jonah's Bistro,Royapettah,Chinese,800,3.8,4.0,Dimsum Dimsum ,77
Roll Over,Ashok Nagar,Western,450,4.1,4.0,Steak Steak ,218
Roll Over,GST Road,Japanese,450,4.1,4.3,Ramen Sushi ,132
Roll Over,Sholinganallur,Korean,450,4.1,3.8,Japche Japche ,174
Roll Over,Velachery,Korean,450,4.0,3.8,Bulgogi Japche ,73
Pizza Hut,Adyar,Chinese,600,3.8,3.9,Dimsum Dumplings ,452
Pizza Hut,Ashok Nagar,Korean,600,3.4,3.7,Japche Japche ,326
Pizza Hut,RK Salai (Cathedral Road),Korean,600,3.9,4.1,Bibimbap Bibimbap ,279
Pizza Hut,Anna Nagar West,Korean,600,3.0,3.8,Tteokbokki Bulgogi ,405
Pizza Hut,Virugambakkam,Chinese,600,3.4,3.6,SpringRoll Wontons ,305
Pizza Hut,"Phoenix Market City, Velachery",Dessert,600,3.3,3.5,Cupcake Cookie ,272
Pizza Hut,Chromepet,Korean,600,3.0,3.4,Bulgogi Tteokbokki ,358
Pizza Hut,"Express Avenue Mall,Royapettah",Chinese,600,3.7,3.9,SpringRoll Wontons ,291
Pizza Hut,"Ampa Skywalk Mall, Aminijikarai",Korean,600,3.2,3.7,Japche Japche ,243
Pizza Hut,Karapakkam,Dessert,600,3.6,3.0,Cookie Cupcake ,290
Pizza Hut,Chengalpattu,Western,600,4.0,3.9,Hamburger Hamburger ,232
Pizza Hut,"Ambit IT Park, Ambattur",Western,600,3.8,3.7,Hamburger Sandwich ,212
Pizza Hut,Velachery,Korean,600,3.8,3.7,Bibimbap Bulgogi ,123
Pizza Hut,Ramapuram,Western,600,3.5,3.4,Hamburger Salad ,159
Pizza Hut,RA Puram,Western,600,3.1,3.8,Pizza Hamburger ,117
Ratna Cafe,Triplicane,Japanese,400,4.5,4.3,Tempura Omuraisu ,1083
Ratna Cafe,Mylapore,Dessert,400,4.1,4.2,Brownies Cupcake ,363
Ratna Cafe,Adyar,Dessert,400,3.6,4.2,Brownies Donut ,109
Thambi Vilas,Thuraipakkam,Dessert,500,3.6,3.3,Brownies Donut ,745
Thambi Vilas,Alandur,Chinese,500,2.5,3.4,Wontons Dimsum ,319
Thambi Vilas,Anna Nagar West,Western,500,3.3,3.6,Sandwich Steak ,197
Gastronomer By Double Roti,Teynampet,Chinese,900,4.5,4.2,Dimsum SpringRoll ,2341
Double Roti,Neelangarai,Japanese,900,4.4,4.3,Omuraisu Udon ,728
Cream Centre,Anna Nagar East,Japanese,1600,4.4,4.2,Donburi Sushi ,623
Cream Centre,Nungambakkam,Korean,1600,4.4,4.2,Bibimbap Bibimbap ,1437
Cream Centre,"Forum Vijaya Mall, Vadapalani",Japanese,1600,4.2,4.3,Tempura Donburi ,570
Coco Jaunt 1728,Teynampet,Korean,650,4.0,3.6,Japche Tteokbokki ,515
Cream & Fudge,"Phoenix Market City, Velachery",Japanese,350,3.7,3.7,Tempura Omuraisu ,200
Cream & Fudge,T. Nagar,Dessert,350,3.7,3.3,Donut Brownies ,128
Cream & Fudge,Neelangarai,Dessert,350,3.1,4.1,Cookie Donut ,71
The Kati Roll Shop,Thuraipakkam,Western,300,4.0,3.7,Hamburger Steak ,268
The Kati Roll Shop,Besant Nagar,Western,300,3.8,3.9,Sandwich Salad ,66
Sandwich Shop,Nanganallur,Korean,350,4.1,3.9,Bibimbap Bibimbap ,100
Courtallam Border Rahmath Kadai,Anna Nagar East,Japanese,400,3.6,4.1,Sushi Omuraisu ,226
La Chocolate,Thiruvanmiyur,Chinese,800,3.9,4.3,Wontons Wontons ,83
La Chocolate,Nungambakkam,Dessert,800,3.2,4.2,Brownies Brownies ,91
Pupil,Ramapuram,Dessert,650,3.9,4.2,Cupcake Donut ,185
Pupil,"Ascendas IT Park, Taramani",Korean,500,3.3,4.0,Tteokbokki Tteokbokki ,81
Royal Sandwich Shop,Kotturpuram,Chinese,150,4.4,4.1,Wontons Wontons ,318
Writer's Cafe,Taramani,Western,600,4.5,4.1,Steak Sandwich ,497
Writers Cafe,"VR Mall, Anna Nagar",Western,600,4.1,3.9,Steak Hamburger ,121
Writer's Cafe,Adyar,Japanese,600,3.9,4.4,Ramen Udon ,119
Writer's Cafe,"Phoenix Market City, Velachery",Western,450,2.5,3.5,Hamburger Steak ,143
Flower Drum,Adyar,Chinese,800,4.5,4.3,Dumplings SpringRoll ,617
Flower Drum,K.K. Nagar,Chinese,700,4.0,4.1,Dumplings SpringRoll ,174
Flower Drum,Thuraipakkam,Western,900,3.9,4.0,Salad Sandwich ,85
Cream Stone,Anna Nagar East,Chinese,350,4.4,4.2,Dimsum Dumplings ,741
Cream Stone,Thuraipakkam,Chinese,350,4.5,4.2,Dumplings SpringRoll ,683
Cream Stone,Adyar,Japanese,350,4.2,4.4,Udon Sushi ,241
Cream Stone,Neelangarai,Japanese,350,4.0,4.2,Ramen Ramen ,143
Hotel Pandia's,Vadapalani,Japanese,750,3.9,4.2,Omuraisu Sushi ,431
Hotel Pandia's,Washermenpet,Western,750,4.1,4.1,Steak Pizza ,416
Hotel Pandia's,Royapuram,Chinese,750,3.7,4.0,Dumplings Dimsum ,122
Bistro 1427,Velachery,Dessert,800,4.0,3.0,Cookie Donut ,329
Bistro 1427,Nungambakkam,Chinese,800,4.0,3.1,Wontons Wontons ,495
Bistro 1427,Porur,Japanese,800,3.6,3.4,Ramen Tempura ,304
Haagen Dazs,"Phoenix Market City, Velachery",Chinese,800,4.2,3.9,SpringRoll Wontons ,350
The Cascade,Besant Nagar,Dessert,1000,4.1,4.2,Cookie Cupcake ,359
The Cascade,Anna Nagar West,Western,1000,3.9,4.2,Sandwich Steak ,371
The Cascade,Medavakkam,Dessert,1000,3.8,4.1,Brownies Brownies ,226
The Cascade,Mogappair,Chinese,1000,3.9,4.2,Dimsum SpringRoll ,179
Aasife & Brothers Biriyani Centre,Thiruvanmiyur,Dessert,850,3.1,3.7,Cookie Cupcake ,858
Aasife & Brothers Biriyani Centre,Selaiyur,Japanese,850,2.6,3.4,Donburi Omuraisu ,329
Aasife & Brothers Biriyani Centre,Pallavaram,Korean,850,2.9,3.7,Tteokbokki Bibimbap ,242
Waffles Thru The Day,Injambakkam,Chinese,800,3.9,3.5,Wontons Dumplings ,134
Waffles Thru The Day,Porur,Dessert,700,3.6,3.9,Cupcake Cupcake ,50
Krispy Kreme,"Phoenix Market City, Velachery",Korean,400,4.1,4.1,Japche Tteokbokki ,250
Mr. Sandwich,Chromepet,Dessert,150,3.1,3.4,Cupcake Donut ,277
Mr. Sandwich,Selaiyur,Western,150,3.5,3.7,Salad Pizza ,53
ID,"Forum Vijaya Mall, Vadapalani",Korean,300,4.1,4.1,Tteokbokki Tteokbokki ,438
ID,Chetpet,Korean,300,3.9,4.0,Bibimbap Japche ,250
Aasife Biriyani,Porur,Korean,750,2.5,4.1,Tteokbokki Bibimbap ,356
Aasife Biriyani,Selaiyur,Dessert,750,3.0,3.8,Brownies Brownies ,186
Aasife & Brothers Biriyani Centre,Perambur,Dessert,750,2.8,3.5,Donut Donut ,477
Aasife & Brothers Biriyani Centre,Chromepet,Korean,750,3.8,3.7,Bulgogi Tteokbokki ,417
Aasife & Brothers Biriyani Centre,St. Thomas Mount,Western,750,2.9,3.9,Hamburger Sandwich ,281
Aasife & Brothers Biriyani Centre,St. Thomas Mount,Japanese,750,2.6,3.8,Ramen Ramen ,210
JDS Donut House,Perungudi,Western,400,4.0,4.0,Hamburger Hamburger ,388
Donut House,Egmore,Dessert,400,3.9,3.6,Cookie Donut ,209
Gangotree,Anna Nagar East,Western,400,3.9,3.8,Pizza Sandwich ,273
Gangotree,T. Nagar,Dessert,400,3.4,3.9,Cupcake Donut ,237
Wangs Kitchen,Ashok Nagar,Dessert,800,3.4,3.5,Brownies Cookie ,366
Wangs Kitchen,Royapettah,Japanese,800,2.9,3.9,Sushi Ramen ,320
Wangs Kitchen,Adyar,Dessert,800,2.5,3.8,Donut Cupcake ,331
Wangs Kitchen,Anna Nagar East,Western,800,3.0,2.9,Sandwich Salad ,325
Wangs Kitchen,Kilpauk,Dessert,800,2.2,3.5,Brownies Brownies ,250
Wangs Kitchen,Palavakkam,Japanese,800,2.5,3.7,Tempura Ramen ,227
Wangs Kitchen,Saligramam,Japanese,800,4.1,3.9,Tempura Udon ,228
Wangs Kitchen,Madipakkam,Dessert,800,3.5,3.9,Brownies Donut ,242
Wangs Kitchen,Nandanam,Western,800,2.8,4.0,Pizza Steak ,180
Wangs Kitchen,Anna Nagar East,Korean,800,2.9,4.1,Bulgogi Tteokbokki ,193
Wangs Kitchen,Mogappair,Korean,800,2.9,3.3,Tteokbokki Bibimbap ,171
Wangs Kitchen,Velachery,Korean,800,2.4,4.0,Bulgogi Bibimbap ,142
Wangs Kitchen,Mogappair,Korean,800,2.8,3.7,Bibimbap Japche ,129
Wangs Kitchen,Padur,Japanese,800,3.2,3.7,Omuraisu Omuraisu ,157
Wangs Kitchen,Vandalur,Western,800,2.6,3.5,Sandwich Hamburger ,129
Wangs Kitchen,Mandaveli,Western,800,2.8,4.0,Hamburger Sandwich ,116
Wangs Kitchen,Medavakkam,Chinese,800,2.9,3.9,Dumplings Dimsum ,117
Wangs Kitchen,Porur,Dessert,800,2.5,3.6,Donut Brownies ,121
Wangs Kitchen,Nandanam,Japanese,800,2.2,4.0,Sushi Tempura ,94
Cheesy Juicy Burgers,Injambakkam,Japanese,450,4.3,4.2,Sushi Udon ,367
Cheesy Juicy Burgers,"OMR Food Street, Guduvancheri",Dessert,450,4.1,4.2,Brownies Cookie ,251
Cheesy Juicy Burgers,Kodambakkam,Korean,500,3.3,3.9,Tteokbokki Bibimbap ,80
Bombay Kulfi,Anna Nagar East,Chinese,200,4.6,4.4,Dimsum Dumplings ,397
Bombay Kulfi,Vepery,Korean,200,3.9,4.5,Bulgogi Japche ,73
Bombay Kulfi,Ashok Nagar,Chinese,200,3.9,4.4,SpringRoll Wontons ,67
Dhabba Express,Nungambakkam,Dessert,500,2.0,3.8,Brownies Brownies ,374
Dhabba Express,Besant Nagar,Dessert,500,2.0,3.7,Cookie Brownies ,266
Dhabba Express,"Mahindra World City, Chengalpattu",Dessert,500,2.4,3.9,Brownies Brownies ,226
Dhabba Express,Chengalpattu,Chinese,500,2.8,3.4,SpringRoll Dimsum ,95
Eagle Boys Pizza,Karapakkam,Korean,450,3.2,3.6,Bibimbap Bulgogi ,219
The Noodle Theory,Adyar,Chinese,400,4.1,3.8,SpringRoll Dumplings ,179
The Noodle Theory,T. Nagar,Korean,450,4.2,3.7,Bulgogi Tteokbokki ,207
Ponnusamy Hotels,Royapettah,Japanese,900,3.9,3.8,Tempura Udon ,390
Ponnusamy Hotels,Sholinganallur,Japanese,750,2.3,3.9,Donburi Sushi ,236
Ponnusamy Hotels,Egmore,Dessert,600,2.9,4.4,Donut Donut ,166
Ponnusamy Hotels,Adyar,Dessert,650,2.5,3.9,Cupcake Cookie ,117
Ponnusamy Hotels,Saidapet,Chinese,750,2.2,3.6,Dimsum Wontons ,126
Ponnusamy Hotels,Vadapalani,Dessert,900,2.6,3.9,Cookie Donut ,121
Ponnusamy Hotels,Ramapuram,Chinese,750,2.5,4.0,Dimsum Wontons ,111
Ovenfresh Pizza's and Cake's,Ramapuram,Korean,500,3.9,3.4,Tteokbokki Bibimbap ,290
Ovenfresh Pizza's and Cake's,Madipakkam,Korean,500,3.9,4.1,Bibimbap Japche ,204
Ovenfresh Pizza's and Cake's,Porur,Western,500,3.8,3.4,Sandwich Steak ,150
Ovenfresh Pizza's And Cake's,K.K. Nagar,Dessert,500,3.7,3.8,Cupcake Brownies ,76
Anjappar,Adyar,Chinese,700,3.6,3.8,SpringRoll SpringRoll ,309
Anjappar,Medavakkam,Korean,700,3.0,3.6,Bulgogi Bibimbap ,228
Anjappar,Perambur,Korean,700,3.2,3.5,Tteokbokki Japche ,291
Anjappar,Chromepet,Korean,700,3.4,3.6,Tteokbokki Japche ,282
Anjappar,Velachery,Western,700,2.7,3.7,Pizza Pizza ,283
Anjappar,Nungambakkam,Dessert,700,3.8,3.9,Donut Cupcake ,266
Anjappar,Anna Nagar East,Dessert,700,3.6,3.9,Donut Brownies ,247
Anjappar,Thuraipakkam,Japanese,700,2.4,3.6,Ramen Donburi ,215
Anjappar,Mylapore,Chinese,700,3.6,3.7,Dimsum Dumplings ,195
Anjappar,T. Nagar,Korean,700,2.8,3.8,Japche Japche ,169
Anjappar,Ashok Nagar,Chinese,700,2.1,4.0,Dumplings Wontons ,175
Anjappar,Valasaravakkam,Japanese,700,3.2,3.8,Donburi Tempura ,158
Anjappar,Kilpauk,Chinese,700,2.7,3.6,Wontons Wontons ,111
Anjappar,Palavakkam,Western,700,3.1,3.4,Pizza Steak ,89
Anjappar,Parrys,Dessert,700,2.7,3.7,Cookie Donut ,71
Anjappar,Triplicane,Japanese,700,2.4,3.8,Udon Tempura ,81
Anjappar,GST Road,Dessert,700,3.1,3.9,Cupcake Cupcake ,94
Kaaraikudi,Mylapore,Japanese,750,3.7,4.1,Donburi Omuraisu ,168
Kaaraikudi,Besant Nagar,Dessert,750,2.8,3.8,Cupcake Brownies ,118
WOW! Momo,"DLF IT Park, Ramapuram",Chinese,400,3.6,3.8,SpringRoll Dumplings ,92
Parfait Cakes And Bakes,Kilpauk,Dessert,500,3.5,4.2,Donut Donut ,194
Chai Kings,T. Nagar,Korean,200,4.0,4.2,Japche Bibimbap ,216
Chai Kings,Purasavakkam,Japanese,200,4.2,4.1,Udon Donburi ,210
Chai Kings,Thousand Lights,Japanese,200,4.0,4.3,Tempura Omuraisu ,177
Chai Kings,Kilpauk,Korean,200,3.9,4.3,Tteokbokki Tteokbokki ,153
Chai Kings,Velachery,Japanese,200,4.0,4.2,Donburi Omuraisu ,183
Chai Kings,Thuraipakkam,Japanese,200,3.8,4.1,Tempura Sushi ,84
Drunken Monkey,Anna Nagar East,Korean,400,4.2,4.3,Bulgogi Bulgogi ,315
Drunken Monkey,Besant Nagar,Dessert,400,4.0,4.0,Cookie Brownies ,204
Drunken Monkey,Kilpauk,Dessert,400,4.1,4.1,Brownies Cupcake ,205
Drunken Monkey,Alwarpet,Korean,400,3.9,4.0,Bulgogi Bulgogi ,136
Drunken Monkey,Valasaravakkam,Chinese,400,3.9,4.0,SpringRoll SpringRoll ,134
Drunken Monkey,Thuraipakkam,Japanese,400,4.0,3.8,Omuraisu Udon ,107
Drunken Monkey,Velachery,Dessert,400,3.9,4.2,Cookie Donut ,66
Ambur Star Biryani,Chromepet,Korean,600,3.8,3.8,Bulgogi Tteokbokki ,202
Ambur Star Biryani,Selaiyur,Dessert,700,3.6,3.9,Donut Cookie ,252
Ambur Star Biryani,Vadapalani,Chinese,700,3.9,4.2,SpringRoll Dimsum ,273
Ambur Star Biryani,Potheri,Japanese,700,3.8,4.2,Donburi Omuraisu ,267
Ambur Star Biryani,Kottivakkam,Korean,600,3.9,4.0,Bulgogi Japche ,217
Ambur Star Biryani,Ramapuram,Japanese,700,3.5,4.1,Udon Omuraisu ,153
Ambur Star Biryani,T. Nagar,Western,600,3.8,4.1,Hamburger Pizza ,123
Sachin Ka Dhabba,Anna Nagar West,Dessert,500,2.3,3.6,Donut Cookie ,177
Sachin Ka Dhabba,Kodambakkam,Korean,500,2.5,3.6,Bulgogi Tteokbokki ,110
Sachin Ka Dhabba,Mogappair,Korean,500,3.2,3.5,Bibimbap Bulgogi ,94
Tosai,Velachery,Western,450,4.1,4.0,Hamburger Pizza ,286
Tosai,Ashok Nagar,Western,450,4.0,3.9,Sandwich Sandwich ,181
Tosai,Madipakkam,Korean,450,4.0,4.0,Bulgogi Bibimbap ,123
Tosai,"OMR Food Street, Navallur",Dessert,450,4.0,4.1,Brownies Cookie ,103
Tosai,Chromepet,Dessert,450,3.6,4.2,Donut Cupcake ,71
Old Madras Baking Company,Adyar,Western,250,4.1,4.5,Salad Sandwich ,150
Old Madras Baking Company,Nungambakkam,Japanese,250,3.9,4.5,Ramen Ramen ,71
Hot Chips,Karapakkam,Dessert,400,2.3,3.7,Cupcake Brownies ,309
Hot Chips,Ashok Nagar,Western,400,3.5,3.9,Steak Salad ,267
Hot Chips,Velachery,Dessert,400,2.2,3.8,Cupcake Donut ,279
Hot Chips,Anna Nagar West,Japanese,400,3.8,3.9,Ramen Omuraisu ,254
Hot Chips,Thiruvanmiyur,Japanese,400,2.3,3.6,Tempura Sushi ,213
Hot Chips,Valasaravakkam,Chinese,400,3.6,3.7,Dumplings Dimsum ,163
Hot Chips,Neelangarai,Japanese,400,2.1,3.6,Omuraisu Omuraisu ,200
Hot Chips,Chromepet,Korean,400,2.7,3.8,Bibimbap Japche ,176
Hot Chips,Purasavakkam,Chinese,400,3.6,3.8,Dimsum Wontons ,149
Hot Chips,Adyar,Dessert,400,2.6,3.8,Donut Cupcake ,148
Hot Chips,Tambaram,Korean,400,3.2,3.9,Bibimbap Bibimbap ,120
Hot Chips,T. Nagar,Korean,400,3.0,3.9,Bibimbap Tteokbokki ,79
Hot Chips,T. Nagar,Chinese,400,3.4,4.0,Dumplings Wontons ,103
Hot Chips,Parrys,Chinese,300,3.4,3.9,SpringRoll Dumplings ,76
The Belgian Waffle Co.,Anna Nagar East,Korean,300,3.8,4.1,Japche Bulgogi ,96
The Belgian Waffle Co.,Kilpauk,Dessert,300,3.8,4.3,Cookie Brownies ,102
The Belgian Waffle Co.,Vadapalani,Japanese,300,3.9,4.5,Udon Tempura ,115
The Belgian Waffle Co.,"OMR Food Street, Ambattur",Western,300,3.9,4.4,Salad Pizza ,94
Rahman Biriyani,Selaiyur,Korean,600,3.2,3.9,Tteokbokki Japche ,186
Rahman Biriyani,Medavakkam,Dessert,600,3.1,3.8,Brownies Donut ,105
Frozen Bottle,"OMR Food Street, Navallur",Dessert,400,3.6,3.8,Cupcake Cookie ,105
Frozen Bottle,Valasaravakkam,Western,400,3.5,4.3,Steak Steak ,100
Cafe Coffee Day,"Ispahani Centre, Nungambakkam",Korean,600,3.4,3.6,Bulgogi Bibimbap ,140
Cafe Coffee Day,Anna Nagar West,Dessert,600,3.2,3.7,Cookie Donut ,100
Cafe Coffee Day,Thuraipakkam,Chinese,600,3.6,3.6,Dimsum Dimsum ,115
Cafe Coffee Day,Adyar,Dessert,600,2.7,3.2,Cupcake Cookie ,79
Cafe Coffee Day,Velachery,Dessert,600,2.7,3.4,Brownies Brownies ,69
